nom|prix|etoile|avis
Le Fumoir|3|5|Je ne vais pas beaucoup dans ce quartier, mais quand j'y vais et que je veux un bon restau, je sais désormais où aller. Le Fumoir est un restaurant français, classique et un peu chic mais pas guindé. Pour la qualité des plats, les prix sont abordables le midi : formule entrée/plat ou plat/dessert pour 22,5euros et formule complète pour 26euros sur une sélection de plats. La soupe de poichice et les coquilles saint jacques sont excellentes. Le service est très agréable, et la salle du fond vraiment cosy. Si vous voulez reserver pour un groupe, demandez la table ronde. Bien placée et plus conviviale :)
Le Fumoir|3|4|Je n'ai pas testé la partie resto, mais j'y suis venue un dimanche soir pour profiter des derniers rayons et de la terrasse chauffée.Un service très chic pour cet endroit à la décoration plutôt d'inspiration britannique avec ses gros fauteuils Chesterfield, des lampes basses à la lumière tamisée, et surtout la jolie bibliothèque dans le fond de la salle. En ce début d'automne où les jours raccourcissent, j'étais vraiment ravie de pouvoir prendre un thé au jasmin au chaud, mais à l'extérieur avec une vue imprenable sur le Louvre. Ok, tout ça a un prix : comptez 4,50 euros pour un thé MAIS c'est une théière qui vous sera apportée, l'équivalent de 3 tasses. Leurs jus frais sont assez originaux pour ce genre d'établissements, concombre / citron. Un peu chers ceci dit. Malgré la localisation, la taille du lieu, ils ont su préserver une certaine intimité, les lumières chaleureuses n'y sont sans doute pas étrangères.Une belle adresse pour se réchauffer avec un thé entre amies.
Le Fumoir|3|3|"ce restaurant est idéalement situé près de la station de métro du Louvres. Il possède une terrasse et un grand espace à l'interieur. Nous avons pu y prendre un petit apéro entre ami, et il y avait un grand choix de vin. Le service est rapide et ""normal"" dans le sens où c'est un restaurant qui doit connaître un très fort passage de par sa localisation, il n'y a donc pas besoin d'être plus aimable avec la clientèle que si ce sont des habitués. Nous avons eu des petites choses à grignoter, je trouve que même si ce n'est pas énorme c'est la petite attention qui change. Si vous voulez prendre un café près du louvres vous pouvez y aller sans souci !"
Le Fumoir|3|4|Rien que pour les cocktails originaux (délicieux et bien présentés sans en faire trop) dans une ambiance tamisée et chic ! J'ai adoré !
Le Fumoir|3|4|Café situé à deux pas du musée du Louvre. Idéal pour faire une pause et prendre le thé en milieu d'après-midi. Les pâtisseries sont très bonnes, tout particulièrement la tarte Tatin. Compter environ 10 euros pour un thé et une pâtisserie. Au fond de la grande salle du Fumoir, on trouve un petit salon-bibliothèque: les murs sont recouverts de livres et l'on peut bouquiner tranquillement en buvant son thé. Néanmoins, restez vigilants et surveillez bien vos affaires: il arrive que des pickpockets sévissent dans ce café et vous fassent les poches pendant que vous vous détendez.
Breakfast in America 2|2|4|Brunch avec un bon rapport qualité/prix.Testé pour un brunch le dimanche après-midi. Le brunch est servit toute la journée. Premier bon point : pas d'attente ! Nous nous installons sur une petite table collée aux autres. Aucune intimité et l'endroit est bruyant. La partie du restaurant où nous sommes ressemble plus à un couloir sans déco qu'à une véritable salle de restaurant. Mais pour le prix du brunch on va pas chipoter : 16,5e café à volonté, jus d'orange avec pulpe, omelette ou oeufs + bacon accompagnés de frites épaisses et pancakes ou patisseries. Le service est sympa et rapide. Une carafe d'eau est amenée dès notre arrivée, ça fait du bien. Le jus d'orange et les boissons chaudes arrivent juste après. Les quantités sont généreuses, les plats sont chauds et frais. Je commence avec des oeufs brouillés + bacon + patates. Les oeufs sont bons, les patates délicieuses, bien croustillantes. Par contre le bacon est décevant : seulement deux tranches pas assez grillées... Viennent ensuite 3 épais pancakes bien moelleux. Ils sont vraiment bons, pas trop gras et bien cuits. Le service est bien organisé, nous n'attendons pas trop entre les plats mais les serveuses ne nous pressent pas. Je reviendrais, car même si l'endroit manque de charme, c'est un excellent rapport qualité / prix !
Breakfast in America 2|2|4|Un de mes spots préférés lorsque je suis de passage à Paris. Totalement cliché de ma part d'être à la recherche d'un restaurant américain à Paris, mais la nourriture y est délicieuse et il est difficile de trouver de bons pancakes dans la ville de l'amour :) Leurs pancakes aux bleuets sont à tomber par terre et j'ai essayé pour la première fois leur burrito du matin avec oeufs, bacon et poivrons et c'était trop bon!!! Le service est agréable et rapide. Les serveurs parlent mieux anglais, mais se débrouillent très bien en français. Nous sommes assis sur des banquettes comme dans un vieux dinner ou sur la table haute centrale. Si on se sent d'humeur sociale on peut faire la connaissance de nos voisins de table comme l'établissement est tout petit, mais fort accueillant. Les formules déjeuner sont abordables 8 à 15 euros au maximum et on peut également prendre des repas le midi et le soir (burgers, sandwich....). Il existe plus d'une succursale, mais j'aime beaucoup celle du Marais.
Breakfast in America 2|2|3|Milkshake Obama (beurre de cacahuètes et chocolat)
Breakfast in America 2|2|4|"Dimanche 13h. Un acceuil sympatique et en anglais qui nous envoie immédiatement dans un univers ""made in usa"".On est dimanche, alors pas le choix, c'est brunch imposé.19euros pour le Big Mess (oeufs brouillés, poivrons, saucisses, pommes de terres, oignons), 3 pancakes, un jus d'orange et un café. C'est plutôt bon et ça cale bien.En résumé, un bonne expérience malgré la longue attente pour avoir une table (eh oui! Pas de réservation possible)"
Breakfast in America 2|2|2|"Breakfast in America, c'est la promesse de vous transporter aux US avec un cadre et une nourriture très typique.Désolé mais la promesse n'est pas tenue. Le cadre fait penser de loin à l'Amérique avec quelques objets déco accrochés vite fait au mur, des fauteuils en skai rouge.Le menu est assez fourni avec brunch et burgers mais c'est la qualité qui ne suit pas, c'est ordinaire, industriel, il manque la pate d'un chef. C'est du fast-food mediocre et cher par rapport à la qualité fournie.Le service est très accueillant : sourire, attention, anglais/français, de quoi se sentir à l'aise. Mais aucune expérience donc ne pas attendre un conseil ou une description des plats, les explications sont embrouillées et nous entrainent à faire des erreurs de commande. ""Pas grave, repassez une commande, on vous la facturera en plus.""Il y a des brunch et des burgers tellement bons à Paris, la prochaine fois, nous passerons notre chemin..."
Breakfast in America 2|2|2|Milk-shake banane
Breakfast in America 2|2|2|Cheesecake
Breakfast in America 2|2|3|Superbe accueil! Serveuse souriante et ambiance conviviale. J'ai pris un BIA le burger est ok, le bémol c'était les frites froides et peu gouteuses. Effet trop industriel. Pour le dessert j'ai pris un Pumpkin cheese cake, mais celui ci n'avait absolument pas le gout de Pumpkin on aurait dit le NY cheesecake.Globalement j'ai été déçu par la nourriture. J'en avait tellement entendu parler que je m'attendai à une expérience gustative. Mais allez vous faire votre propre opinion!
Breakfast in America 2|2|3|J'aurai bien mis 4 étoiles mais le service m'en dissuade. Après avoir été il y a quelques années au BIA à Cardinal Lemoine, j'ai retenté l'expérience à celui de St Paul, expérience qui n'a pas été aussi bonne. Les + : La quantité. Pour 11euros50, vous avez droit un très bon burger avec poivrons et sauce barbecue (Le BIA burger). La viande est cuite selon vos préférences, très bonne et le steak est plus gros que dans les autres enseignes. Bien meilleur que HD Diner et pour une plus grande quantité.Vous pouvez choisir de remplacer les frites par des chips tortilla, une salade verte ou une salade coleslaw.Le sundae est très bon et ils servent le petit déjeuner toute la journée.Les - : Le gérant, si c'était le gérant n'avait aucun sourire, il semblait limite ennuyé. Il me semble qu'ils sont supposés nous parler en anglais sauf si on ne comprends pas mais non, on nous parle d'emblée en français. Bon c'est pas grave.Le restaurant et l'ambiance (pas d'ambiance en fait) est beaucoup moins convivial et attractif que l'autre BIA. Le coleslaw était bien trop crémeux, la sauce rendait le tout légèrement écoeurant. Le détail qui m'a le plus dérangé c'est qu'on nous débarasse dès qu'on a finit même si certains d'entre nous n'avons pas terminé. Ca devient moins sympa tout de suite.L'absence de queue et de monde un vendredi soir était peut-être un signe...BIA est un bon endroit si vous êtes dans l'optique de manger un bon burger en faisant abstraction des autres détails, c'est dommage !
Breakfast in America 2|2|3|2x2x2
Le Plomb du Cantal|3|4|"Honnêtement ce restaurant ne m'attirait pas du tout, et c'est un peu par dépit que je m'y suis installée pour suivre des amis. Je ne connaissais pas sa réputation et je redoutais le ""franchouillard pour touristes"". On se pose en terrasse où les tables sont en hauteur et le renfoncement y est confortable.Je prends connaissance de la carte: aligots, omelettes, grosses pièces de boucher,etc.. mais tout ça ne me met pas l'eau à la bouche. Jusqu'à ce que je me mette à observer les assiettes de mes voisins avec un peu plus d'intérêt. Arrive la serveuse avec ses casseroles en cuivre pour servir l'aligot. Et là, girouette totale !! Je commande une omelette aux pommes de terre et champignons, et mes amis l'entrecôte aligot. C'est très bon, très (voire trop) bien servi. Bon c'est sûr ça colle au corps, mieux vaut y manger en plein hiver qu'en plein été. Les serveurs sont débordés mais sympas.Le Plomb du Cantal est un bon endroit pour faire découvrir la cuisine auvergnate à des non-connaisseurs, des amis de l'étranger, histoire de bien les baigner dans la charcut' et le fromage. Et aussi le lieu où s'engouffrer un soir d'hiver, en sortant du cinéma à Montparnasse, pour se réchauffer bien comme il faut."
Le Plomb du Cantal|3|4|Magret de canard et aligot.
Le Plomb du Cantal|3|5|Dessert du siècle : une crème brûlée sur un fond de tarte aux pommes
Le Plomb du Cantal|3|1|Une catastrophe. Non seulement le service etait pourri (longue attente pour les cartes, multitude de serveurs, air hautain de certains, malamabilite de d'autres, bref j'en passe, j'ai pas aime le service) mais la nourriture, d'apparence correcte, m'a rendue malade mais malade ! J'ai appris plus tard en discutant avec des potes que lq bouffe n'est que du reconstitue et qu'il y ajoute pleins d'additifs (ceci explique cela) Bref on ne m'y vera plus.
Le Plomb du Cantal|3|2|Aligot et truffade corrects, saucisse sans plus, magret entier une catastrophe : demandé à point, servi sanguinolent, non assaisonné et graisse limite crue et non découpé... La tarte aux pommes en dessert était vraiment pas terrible, pâte molle et nappage solidifié. Je déplore une baisse de qualité certaine ces dernières années :/
